,local_time,cumulative_generated_energy (kwh),actual_generated_energy (kwh),exported_energy (kwh),consumed_energy (kwh)
1,2017-05-23 T08:30,9105,1.0,0.0,1.0
2,2017-05-23 T09:00,9106,1.0,0.0,1.0
3,2017-05-23 T09:30,9108,2.0,0.0,2.0
4,2017-05-23 T10:00,9111,3.0,0.0,3.0
5,2017-05-23 T10:30,9114,3.0,0.0,3.0
6,2017-05-23 T11:00,9118,4.0,0.0,4.0
7,2017-05-23 T11:30,9122,4.0,0.0,4.0
8,2017-05-23 T12:00,9126,4.0,0.0,4.0
9,2017-05-23 T12:30,9132,6.0,0.0,6.0
10,2017-05-23 T13:00,9137,5.0,0.0,5.0
11,2017-05-23 T13:30,9141,4.0,0.0,4.0
12,2017-05-23 T14:00,9146,5.0,0.0,5.0
13,2017-05-23 T14:30,9149,3.0,0.0,3.0
14,2017-05-23 T15:00,9154,5.0,0.0,5.0
15,2017-05-23 T15:30,9156,2.0,0.0,2.0
16,2017-05-23 T16:00,9157,1.0,0.0,1.0
17,2017-05-23 T16:30,9158,1.0,0.0,1.0
18,2017-05-23 T17:00,9159,1.0,0.0,1.0
19,2017-05-23 T17:30,9159,0.0,0.0,0.0
20,2017-05-23 T18:00,9159,0.0,0.0,0.0
21,2017-05-23 T18:30,9159,0.0,0.0,0.0
22,2017-05-23 T19:00,9159,0.0,0.0,0.0
23,2017-05-23 T19:30,9159,0.0,0.0,0.0
24,2017-05-23 T20:00,9159,0.0,0.0,0.0
25,2017-05-23 T20:30,9159,0.0,0.0,0.0
26,2017-05-23 T21:00,9159,0.0,0.0,0.0
27,2017-05-23 T21:30,9159,0.0,0.0,0.0
28,2017-05-23 T22:00,9159,0.0,0.0,0.0
29,2017-05-23 T22:30,9159,0.0,0.0,0.0
30,2017-05-23 T23:00,9159,0.0,0.0,0.0
31,2017-05-23 T23:30,9159,0.0,0.0,0.0
32,2017-05-24 T00:00,9159,0.0,0.0,0.0
33,2017-05-24 T00:30,9159,0.0,0.0,0.0
34,2017-05-24 T01:00,9159,0.0,0.0,0.0
35,2017-05-24 T01:30,9159,0.0,0.0,0.0
36,2017-05-24 T02:00,9159,0.0,0.0,0.0
37,2017-05-24 T02:30,9159,0.0,0.0,0.0
38,2017-05-24 T03:00,9159,0.0,0.0,0.0
39,2017-05-24 T03:30,9159,0.0,0.0,0.0
40,2017-05-24 T04:00,9159,0.0,0.0,0.0
41,2017-05-24 T04:30,9159,0.0,0.0,0.0
42,2017-05-24 T05:00,9159,0.0,0.0,0.0
43,2017-05-24 T05:30,9159,0.0,0.0,0.0
44,2017-05-24 T06:00,9159,0.0,0.0,0.0
45,2017-05-24 T06:30,9159,0.0,0.0,0.0
46,2017-05-24 T07:00,9159,0.0,0.0,0.0
47,2017-05-24 T07:30,9159,0.0,0.0,0.0
48,2017-05-24 T08:00,9160,1.0,0.0,1.0
49,2017-05-24 T08:30,9161,1.0,0.0,1.0
50,2017-05-24 T09:00,9166,5.0,0.0,5.0
51,2017-05-24 T09:30,9171,5.0,0.0,5.0
52,2017-05-24 T10:00,9179,8.0,0.0,8.0
53,2017-05-24 T10:30,9186,7.0,0.0,7.0
54,2017-05-24 T11:00,9193,7.0,0.0,7.0
55,2017-05-24 T11:30,9199,6.0,0.0,6.0
56,2017-05-24 T12:00,9203,4.0,0.0,4.0
57,2017-05-24 T12:30,9209,6.0,0.0,6.0
58,2017-05-24 T13:00,9215,6.0,0.0,6.0
59,2017-05-24 T13:30,9219,4.0,0.0,4.0
60,2017-05-24 T14:00,9228,9.0,0.0,9.0
61,2017-05-24 T14:30,9235,7.0,0.0,7.0
62,2017-05-24 T15:00,9244,9.0,0.0,9.0
63,2017-05-24 T15:30,9249,5.0,0.0,5.0
64,2017-05-24 T16:00,9254,5.0,0.0,5.0
65,2017-05-24 T16:30,9257,3.0,0.0,3.0
66,2017-05-24 T17:00,9258,1.0,0.0,1.0
67,2017-05-24 T17:30,9258,0.0,0.0,0.0
68,2017-05-24 T18:00,9258,0.0,0.0,0.0
69,2017-05-24 T18:30,9258,0.0,0.0,0.0
70,2017-05-24 T19:00,9258,0.0,0.0,0.0
71,2017-05-24 T19:30,9258,0.0,0.0,0.0
72,2017-05-24 T20:00,9258,0.0,0.0,0.0
73,2017-05-24 T20:30,9258,0.0,0.0,0.0
74,2017-05-24 T21:00,9258,0.0,0.0,0.0
75,2017-05-24 T21:30,9258,0.0,0.0,0.0
76,2017-05-24 T22:00,9258,0.0,0.0,0.0
77,2017-05-24 T22:30,9258,0.0,0.0,0.0
78,2017-05-24 T23:00,9258,0.0,0.0,0.0
79,2017-05-24 T23:30,9258,0.0,0.0,0.0
80,2017-05-25 T00:00,9258,0.0,0.0,0.0
81,2017-05-25 T00:30,9258,0.0,0.0,0.0
82,2017-05-25 T01:00,9258,0.0,0.0,0.0
83,2017-05-25 T01:30,9258,0.0,0.0,0.0
84,2017-05-25 T02:00,9258,0.0,0.0,0.0
85,2017-05-25 T02:30,9258,0.0,0.0,0.0
86,2017-05-25 T03:00,9258,0.0,0.0,0.0
87,2017-05-25 T03:30,9258,0.0,0.0,0.0
88,2017-05-25 T04:00,9258,0.0,0.0,0.0
89,2017-05-25 T04:30,9258,0.0,0.0,0.0
90,2017-05-25 T05:00,9258,0.0,0.0,0.0
91,2017-05-25 T05:30,9258,0.0,0.0,0.0
92,2017-05-25 T06:00,9258,0.0,0.0,0.0
93,2017-05-25 T06:30,9258,0.0,0.0,0.0
94,2017-05-25 T07:00,9258,0.0,0.0,0.0
95,2017-05-25 T07:30,9258,0.0,0.0,0.0
96,2017-05-25 T08:00,9259,1.0,0.0,1.0
97,2017-05-25 T08:30,9262,3.0,0.0,3.0
98,2017-05-25 T09:00,9266,4.0,0.0,4.0
99,2017-05-25 T09:30,9271,5.0,0.0,5.0
100,2017-05-25 T10:00,9279,8.0,0.0,8.0
101,2017-05-25 T10:30,9286,7.0,0.0,7.0
102,2017-05-25 T11:00,9297,11.0,0.0,11.0
103,2017-05-25 T11:30,9305,8.0,0.0,8.0
104,2017-05-25 T12:00,9317,12.0,0.0,12.0
105,2017-05-25 T12:30,9324,7.0,0.0,7.0
106,2017-05-25 T13:00,9334,10.0,0.0,10.0
107,2017-05-25 T13:30,9342,8.0,0.0,8.0
108,2017-05-25 T14:00,9352,10.0,0.0,10.0
109,2017-05-25 T14:30,9359,7.0,0.0,7.0
110,2017-05-25 T15:00,9365,6.0,0.0,6.0
111,2017-05-25 T15:30,9370,5.0,0.0,5.0
112,2017-05-25 T16:00,9375,5.0,0.0,5.0
113,2017-05-25 T16:30,9377,2.0,0.0,2.0
114,2017-05-25 T17:00,9378,1.0,0.0,1.0
115,2017-05-25 T17:30,9378,0.0,0.0,0.0
116,2017-05-25 T18:00,9378,0.0,0.0,0.0
117,2017-05-25 T18:30,9378,0.0,0.0,0.0
118,2017-05-25 T19:00,9378,0.0,0.0,0.0
119,2017-05-25 T19:30,9378,0.0,0.0,0.0
120,2017-05-25 T20:00,9378,0.0,0.0,0.0
121,2017-05-25 T20:30,9378,0.0,0.0,0.0
122,2017-05-25 T21:00,9378,0.0,0.0,0.0
123,2017-05-25 T21:30,9378,0.0,0.0,0.0
124,2017-05-25 T22:00,9378,0.0,0.0,0.0
125,2017-05-25 T22:30,9378,0.0,0.0,0.0
126,2017-05-25 T23:00,9378,0.0,0.0,0.0
127,2017-05-25 T23:30,9378,0.0,0.0,0.0
128,2017-05-26 T00:00,9378,0.0,0.0,0.0
129,2017-05-26 T00:30,9378,0.0,0.0,0.0
130,2017-05-26 T01:00,9378,0.0,0.0,0.0
131,2017-05-26 T01:30,9378,0.0,0.0,0.0
132,2017-05-26 T02:00,9378,0.0,0.0,0.0
133,2017-05-26 T02:30,9378,0.0,0.0,0.0
134,2017-05-26 T03:00,9378,0.0,0.0,0.0
135,2017-05-26 T03:30,9378,0.0,0.0,0.0
136,2017-05-26 T04:00,9378,0.0,0.0,0.0
137,2017-05-26 T04:30,9378,0.0,0.0,0.0
138,2017-05-26 T05:00,9378,0.0,0.0,0.0
139,2017-05-26 T05:30,9378,0.0,0.0,0.0
140,2017-05-26 T06:00,9378,0.0,0.0,0.0
141,2017-05-26 T06:30,9378,0.0,0.0,0.0
142,2017-05-26 T07:00,9378,0.0,0.0,0.0
143,2017-05-26 T07:30,9379,1.0,0.0,1.0
144,2017-05-26 T08:00,9380,1.0,0.0,1.0
145,2017-05-26 T08:30,9381,1.0,0.0,1.0
146,2017-05-26 T09:00,9386,5.0,0.0,5.0
147,2017-05-26 T09:30,9390,4.0,0.0,4.0
148,2017-05-26 T10:00,9398,8.0,0.0,8.0
149,2017-05-26 T10:30,9404,6.0,0.0,6.0
150,2017-05-26 T11:00,9415,11.0,0.0,11.0
151,2017-05-26 T11:30,9423,8.0,0.0,8.0
152,2017-05-26 T12:00,9431,8.0,0.0,8.0
153,2017-05-26 T12:30,9438,7.0,0.0,7.0
154,2017-05-26 T13:00,9449,11.0,0.0,11.0
155,2017-05-26 T13:30,9454,5.0,0.0,5.0
156,2017-05-26 T14:00,9459,5.0,0.0,5.0
157,2017-05-26 T14:30,9465,6.0,0.0,6.0
158,2017-05-26 T15:00,9473,8.0,0.0,8.0
159,2017-05-26 T15:30,9475,2.0,0.0,2.0
160,2017-05-26 T16:00,9478,3.0,0.0,3.0
161,2017-05-26 T16:30,9480,2.0,0.0,2.0
162,2017-05-26 T17:00,9481,1.0,0.0,1.0
163,2017-05-26 T17:30,9481,0.0,0.0,0.0
164,2017-05-26 T18:00,9481,0.0,0.0,0.0
165,2017-05-26 T18:30,9481,0.0,0.0,0.0
166,2017-05-26 T19:00,9481,0.0,0.0,0.0
167,2017-05-26 T19:30,9481,0.0,0.0,0.0
168,2017-05-26 T20:00,9481,0.0,0.0,0.0
169,2017-05-26 T20:30,9481,0.0,0.0,0.0
170,2017-05-26 T21:00,9481,0.0,0.0,0.0
171,2017-05-26 T21:30,9481,0.0,0.0,0.0
172,2017-05-26 T22:00,9481,0.0,0.0,0.0
173,2017-05-26 T22:30,9481,0.0,0.0,0.0
174,2017-05-26 T23:00,9481,0.0,0.0,0.0
175,2017-05-26 T23:30,9481,0.0,0.0,0.0
176,2017-05-27 T00:00,9481,0.0,0.0,0.0
177,2017-05-27 T00:30,9481,0.0,0.0,0.0
178,2017-05-27 T01:00,9481,0.0,0.0,0.0
179,2017-05-27 T01:30,9481,0.0,0.0,0.0
180,2017-05-27 T02:00,9481,0.0,0.0,0.0
181,2017-05-27 T02:30,9481,0.0,0.0,0.0
182,2017-05-27 T03:00,9481,0.0,0.0,0.0
183,2017-05-27 T03:30,9481,0.0,0.0,0.0
184,2017-05-27 T04:00,9481,0.0,0.0,0.0
185,2017-05-27 T04:30,9481,0.0,0.0,0.0
186,2017-05-27 T05:00,9481,0.0,0.0,0.0
187,2017-05-27 T05:30,9481,0.0,0.0,0.0
188,2017-05-27 T06:00,9481,0.0,0.0,0.0
189,2017-05-27 T06:30,9481,0.0,0.0,0.0
190,2017-05-27 T07:00,9481,0.0,0.0,0.0
191,2017-05-27 T07:30,9481,0.0,0.0,0.0
192,2017-05-27 T08:00,9482,1.0,0.0,1.0
193,2017-05-27 T08:30,9484,2.0,0.0,2.0
194,2017-05-27 T09:00,9489,5.0,0.0,5.0
195,2017-05-27 T09:30,9494,5.0,0.736,4.264
196,2017-05-27 T10:00,9503,9.0,2.464,6.536
197,2017-05-27 T10:30,9510,7.0,2.704,4.295999999999999
198,2017-05-27 T11:00,9521,11.0,4.016,6.984
199,2017-05-27 T11:30,9530,9.0,1.872,7.128
200,2017-05-27 T12:00,9537,7.0,1.264,5.736
201,2017-05-27 T12:30,9541,4.0,3.52,0.48
202,2017-05-27 T13:00,9552,11.0,4.416,6.584
203,2017-05-27 T13:30,9561,9.0,3.04,5.96
204,2017-05-27 T14:00,9571,10.0,2.896,7.104
205,2017-05-27 T14:30,9579,8.0,1.088,6.912
206,2017-05-27 T15:00,9587,8.0,0.208,7.792
207,2017-05-27 T15:30,9592,5.0,0.0,5.0
208,2017-05-27 T16:00,9597,5.0,0.0,5.0
209,2017-05-27 T16:30,9598,1.0,0.0,1.0
210,2017-05-27 T17:00,9600,2.0,0.0,2.0
211,2017-05-27 T17:30,9600,0.0,0.0,0.0
212,2017-05-27 T18:00,9600,0.0,0.0,0.0
213,2017-05-27 T18:30,9600,0.0,0.0,0.0
214,2017-05-27 T20:00,9600,0.0,0.0,0.0
215,2017-05-27 T20:30,9600,0.0,0.0,0.0
216,2017-05-27 T21:00,9600,0.0,0.0,0.0
217,2017-05-27 T21:30,9600,0.0,0.0,0.0
218,2017-05-27 T22:00,9600,0.0,0.0,0.0
219,2017-05-27 T22:30,9600,0.0,0.0,0.0
220,2017-05-27 T23:00,9600,0.0,0.0,0.0
221,2017-05-27 T23:30,9600,0.0,0.0,0.0
222,2017-05-28 T00:00,9600,0.0,0.0,0.0
223,2017-05-28 T00:30,9600,0.0,0.0,0.0
224,2017-05-28 T01:00,9600,0.0,0.0,0.0
225,2017-05-28 T01:30,9600,0.0,0.0,0.0
226,2017-05-28 T02:00,9600,0.0,0.0,0.0
227,2017-05-28 T02:30,9600,0.0,0.0,0.0
228,2017-05-28 T03:00,9600,0.0,0.0,0.0
229,2017-05-28 T03:30,9600,0.0,0.0,0.0
230,2017-05-28 T04:00,9600,0.0,0.0,0.0
231,2017-05-28 T04:30,9600,0.0,0.0,0.0
232,2017-05-28 T05:00,9600,0.0,0.0,0.0
233,2017-05-28 T05:30,9600,0.0,0.0,0.0
234,2017-05-28 T06:00,9600,0.0,0.0,0.0
235,2017-05-28 T06:30,9600,0.0,0.0,0.0
236,2017-05-28 T07:00,9600,0.0,0.0,0.0
237,2017-05-28 T07:30,9600,0.0,0.0,0.0
238,2017-05-28 T08:00,9601,1.0,0.0,1.0
239,2017-05-28 T08:30,9603,2.0,0.0,2.0
240,2017-05-28 T09:00,9608,5.0,0.0,5.0
241,2017-05-28 T09:30,9612,4.0,0.656,3.344
242,2017-05-28 T10:00,9621,9.0,1.664,7.336
243,2017-05-28 T10:30,9628,7.0,3.168,3.832
244,2017-05-28 T11:00,9639,11.0,3.52,7.48
245,2017-05-28 T11:30,9648,9.0,4.192,4.808
246,2017-05-28 T12:00,9660,12.0,4.576,7.424
247,2017-05-28 T12:30,9669,9.0,4.496,4.504
248,2017-05-28 T13:00,9679,10.0,3.088,6.912
249,2017-05-28 T13:30,9687,8.0,3.68,4.32
250,2017-05-28 T14:00,9697,10.0,1.104,8.896
251,2017-05-28 T14:30,9702,5.0,0.0,5.0
252,2017-05-28 T15:00,9709,7.0,0.0,7.0
253,2017-05-28 T15:30,9713,4.0,0.0,4.0
254,2017-05-28 T16:00,9717,4.0,0.0,4.0
255,2017-05-28 T16:30,9720,3.0,0.0,3.0
256,2017-05-28 T17:00,9721,1.0,0.0,1.0
257,2017-05-28 T17:30,9721,0.0,0.0,0.0
258,2017-05-28 T18:00,9721,0.0,0.0,0.0
259,2017-05-28 T18:30,9721,0.0,0.0,0.0
260,2017-05-28 T19:00,9721,0.0,0.0,0.0
261,2017-05-28 T19:30,9721,0.0,0.0,0.0
262,2017-05-28 T20:00,9721,0.0,0.0,0.0
263,2017-05-28 T20:30,9721,0.0,0.0,0.0
264,2017-05-28 T21:00,9721,0.0,0.0,0.0
265,2017-05-28 T21:30,9721,0.0,0.0,0.0
266,2017-05-28 T22:00,9721,0.0,0.0,0.0
267,2017-05-28 T22:30,9721,0.0,0.0,0.0
268,2017-05-28 T23:00,9721,0.0,0.0,0.0
269,2017-05-28 T23:30,9721,0.0,0.0,0.0
270,2017-05-29 T00:00,9721,0.0,0.0,0.0
271,2017-05-29 T00:30,9721,0.0,0.0,0.0
272,2017-05-29 T01:00,9721,0.0,0.0,0.0
273,2017-05-29 T01:30,9721,0.0,0.0,0.0
274,2017-05-29 T02:00,9721,0.0,0.0,0.0
275,2017-05-29 T02:30,9721,0.0,0.0,0.0
276,2017-05-29 T03:00,9721,0.0,0.0,0.0
277,2017-05-29 T03:30,9721,0.0,0.0,0.0
278,2017-05-29 T04:00,9721,0.0,0.0,0.0
279,2017-05-29 T04:30,9721,0.0,0.0,0.0
280,2017-05-29 T05:00,9721,0.0,0.0,0.0
281,2017-05-29 T05:30,9721,0.0,0.0,0.0
282,2017-05-29 T06:00,9721,0.0,0.0,0.0
283,2017-05-29 T06:30,9721,0.0,0.0,0.0
284,2017-05-29 T07:00,9721,0.0,0.0,0.0
285,2017-05-29 T07:30,9721,0.0,0.0,0.0
286,2017-05-29 T08:00,9722,1.0,0.0,1.0
287,2017-05-29 T08:30,9723,1.0,0.0,1.0
288,2017-05-29 T09:00,9728,5.0,0.0,5.0
289,2017-05-29 T09:30,9732,4.0,0.0,4.0
290,2017-05-29 T10:00,9741,9.0,0.0,9.0
291,2017-05-29 T10:30,9748,7.0,0.0,7.0
292,2017-05-29 T11:00,9759,11.0,0.0,11.0
293,2017-05-29 T11:30,9767,8.0,0.0,8.0
294,2017-05-29 T12:00,9779,12.0,0.0,12.0
295,2017-05-29 T12:30,9788,9.0,0.0,9.0
296,2017-05-29 T13:00,9800,12.0,0.0,12.0
297,2017-05-29 T13:30,9808,8.0,0.0,8.0
298,2017-05-29 T14:00,9819,11.0,0.0,11.0
299,2017-05-29 T14:30,9826,7.0,0.0,7.0
300,2017-05-29 T15:00,9834,8.0,0.0,8.0
301,2017-05-29 T15:30,9839,5.0,0.0,5.0
302,2017-05-29 T16:00,9844,5.0,0.0,5.0
303,2017-05-29 T16:30,9846,2.0,0.0,2.0
304,2017-05-29 T17:00,9847,1.0,0.0,1.0
305,2017-05-29 T17:30,9847,0.0,0.0,0.0
306,2017-05-29 T18:00,9847,0.0,0.0,0.0
307,2017-05-29 T18:30,9847,0.0,0.0,0.0
308,2017-05-29 T19:00,9847,0.0,0.0,0.0
309,2017-05-29 T19:30,9847,0.0,0.0,0.0
310,2017-05-29 T20:00,9847,0.0,0.0,0.0
311,2017-05-29 T20:30,9847,0.0,0.0,0.0
312,2017-05-29 T21:00,9847,0.0,0.0,0.0
313,2017-05-29 T21:30,9847,0.0,0.0,0.0
314,2017-05-29 T22:00,9847,0.0,0.0,0.0
315,2017-05-29 T22:30,9847,0.0,0.0,0.0
316,2017-05-29 T23:00,9847,0.0,0.0,0.0
317,2017-05-29 T23:30,9847,0.0,0.0,0.0
318,2017-05-30 T00:00,9847,0.0,0.0,0.0
319,2017-05-30 T00:30,9847,0.0,0.0,0.0
320,2017-05-30 T01:00,9847,0.0,0.0,0.0
321,2017-05-30 T01:30,9847,0.0,0.0,0.0
322,2017-05-30 T02:00,9847,0.0,0.0,0.0
323,2017-05-30 T02:30,9847,0.0,0.0,0.0
324,2017-05-30 T03:00,9847,0.0,0.0,0.0
325,2017-05-30 T03:30,9847,0.0,0.0,0.0
326,2017-05-30 T04:00,9847,0.0,0.0,0.0
327,2017-05-30 T04:30,9847,0.0,0.0,0.0
328,2017-05-30 T05:00,9847,0.0,0.0,0.0
329,2017-05-30 T05:30,9847,0.0,0.0,0.0
330,2017-05-30 T06:00,9847,0.0,0.0,0.0
331,2017-05-30 T06:30,9847,0.0,0.0,0.0
332,2017-05-30 T07:00,9847,0.0,0.0,0.0
333,2017-05-30 T07:30,9847,0.0,0.0,0.0
334,2017-05-30 T08:00,9848,1.0,0.0,1.0
335,2017-05-30 T08:30,9850,2.0,0.0,2.0
336,2017-05-30 T09:00,9854,4.0,0.0,4.0
337,2017-05-30 T09:30,9859,5.0,0.0,5.0
338,2017-05-30 T10:00,9867,8.0,0.0,8.0
339,2017-05-30 T10:30,9874,7.0,0.0,7.0
340,2017-05-30 T11:00,9885,11.0,0.0,11.0
341,2017-05-30 T11:30,9893,8.0,0.0,8.0
342,2017-05-30 T12:00,9905,12.0,0.0,12.0
343,2017-05-30 T12:30,9913,8.0,0.0,8.0
344,2017-05-30 T13:00,9922,9.0,0.0,9.0
345,2017-05-30 T13:30,9929,7.0,0.0,7.0
346,2017-05-30 T14:00,9941,12.0,0.0,12.0
347,2017-05-30 T14:30,9946,5.0,0.0,5.0
348,2017-05-30 T15:00,9952,6.0,0.0,6.0
349,2017-05-30 T15:30,9956,4.0,0.0,4.0
350,2017-05-30 T16:00,9959,3.0,0.0,3.0
351,2017-05-30 T16:30,9961,2.0,0.0,2.0
352,2017-05-30 T17:00,9961,0.0,0.0,0.0
353,2017-05-30 T17:30,9961,0.0,0.0,0.0
354,2017-05-30 T18:00,9962,1.0,0.0,1.0
355,2017-05-30 T18:30,9962,0.0,0.0,0.0
356,2017-05-30 T19:00,9962,0.0,0.0,0.0
357,2017-05-30 T19:30,9962,0.0,0.0,0.0
358,2017-05-30 T20:00,9962,0.0,0.0,0.0
359,2017-05-30 T20:30,9962,0.0,0.0,0.0
360,2017-05-30 T21:00,9962,0.0,0.0,0.0
361,2017-05-30 T21:30,9962,0.0,0.0,0.0
362,2017-05-30 T22:00,9962,0.0,0.0,0.0
363,2017-05-30 T22:30,9962,0.0,0.0,0.0
364,2017-05-30 T23:00,9962,0.0,0.0,0.0
365,2017-05-30 T23:30,9962,0.0,0.0,0.0
366,2017-05-31 T00:00,9962,0.0,0.0,0.0
367,2017-05-31 T00:30,9962,0.0,0.0,0.0
368,2017-05-31 T01:00,9962,0.0,0.0,0.0
369,2017-05-31 T01:30,9962,0.0,0.0,0.0
370,2017-05-31 T02:00,9962,0.0,0.0,0.0
371,2017-05-31 T02:30,9962,0.0,0.0,0.0
372,2017-05-31 T03:00,9962,0.0,0.0,0.0
373,2017-05-31 T03:30,9962,0.0,0.0,0.0
374,2017-05-31 T04:00,9962,0.0,0.0,0.0
375,2017-05-31 T04:30,9962,0.0,0.0,0.0
376,2017-05-31 T05:00,9962,0.0,0.0,0.0
377,2017-05-31 T05:30,9962,0.0,0.0,0.0
378,2017-05-31 T06:00,9962,0.0,0.0,0.0
379,2017-05-31 T06:30,9962,0.0,0.0,0.0
380,2017-05-31 T07:00,9962,0.0,0.0,0.0
381,2017-05-31 T07:30,9962,0.0,0.0,0.0
382,2017-05-31 T08:00,9963,1.0,0.0,1.0
383,2017-05-31 T08:30,9964,1.0,0.0,1.0
384,2017-05-31 T09:00,9967,3.0,0.0,3.0
385,2017-05-31 T09:30,9971,4.0,0.0,4.0
386,2017-05-31 T10:00,9977,6.0,0.0,6.0
387,2017-05-31 T10:30,9983,6.0,0.0,6.0
388,2017-05-31 T11:00,9993,10.0,0.0,10.0
389,2017-05-31 T11:30,10001,8.0,0.0,8.0
390,2017-05-31 T12:00,10013,12.0,0.0,12.0
391,2017-05-31 T12:30,10021,8.0,0.0,8.0
392,2017-05-31 T13:00,10032,11.0,0.0,11.0
393,2017-05-31 T13:30,10040,8.0,0.0,8.0
394,2017-05-31 T14:00,10050,10.0,0.0,10.0
395,2017-05-31 T14:30,10057,7.0,0.0,7.0
396,2017-05-31 T15:00,10065,8.0,0.0,8.0
397,2017-05-31 T15:30,10069,4.0,0.0,4.0
398,2017-05-31 T16:00,10074,5.0,0.0,5.0
399,2017-05-31 T16:30,10076,2.0,0.0,2.0
400,2017-05-31 T17:00,10077,1.0,0.0,1.0
401,2017-05-31 T17:30,10077,0.0,0.0,0.0
402,2017-05-31 T18:00,10077,0.0,0.0,0.0
403,2017-05-31 T18:30,10077,0.0,0.0,0.0
404,2017-05-31 T19:00,10077,0.0,0.0,0.0
405,2017-05-31 T19:30,10077,0.0,0.0,0.0
406,2017-05-31 T20:00,10077,0.0,0.0,0.0
407,2017-05-31 T20:30,10077,0.0,0.0,0.0
408,2017-05-31 T21:00,10077,0.0,0.0,0.0
409,2017-05-31 T21:30,10077,0.0,0.0,0.0
410,2017-05-31 T22:00,10077,0.0,0.0,0.0
411,2017-05-31 T22:30,10077,0.0,0.0,0.0
412,2017-05-31 T23:00,10077,0.0,0.0,0.0
413,2017-05-31 T23:30,10077,0.0,0.0,0.0
414,2017-06-01 T00:00,10077,0.0,0.0,0.0
415,2017-06-01 T00:30,10077,0.0,0.0,0.0
416,2017-06-01 T01:00,10077,0.0,0.0,0.0
417,2017-06-01 T01:30,10077,0.0,0.0,0.0
418,2017-06-01 T02:00,10077,0.0,0.0,0.0
419,2017-06-01 T02:30,10077,0.0,0.0,0.0
420,2017-06-01 T03:00,10077,0.0,0.0,0.0
421,2017-06-01 T03:30,10077,0.0,0.0,0.0
422,2017-06-01 T04:00,10077,0.0,0.0,0.0
423,2017-06-01 T04:30,10077,0.0,0.0,0.0
424,2017-06-01 T05:00,10077,0.0,0.0,0.0
425,2017-06-01 T05:30,10077,0.0,0.0,0.0
426,2017-06-01 T06:00,10077,0.0,0.0,0.0
427,2017-06-01 T06:30,10077,0.0,0.0,0.0
428,2017-06-01 T07:00,10077,0.0,0.0,0.0
429,2017-06-01 T07:30,10077,0.0,0.0,0.0
430,2017-06-01 T08:00,10078,1.0,0.0,1.0
431,2017-06-01 T08:30,10079,1.0,0.0,1.0
432,2017-06-01 T09:00,10082,3.0,0.0,3.0
433,2017-06-01 T09:30,10085,3.0,0.0,3.0
434,2017-06-01 T10:00,10092,7.0,0.0,7.0
435,2017-06-01 T10:30,10098,6.0,0.0,6.0
436,2017-06-01 T11:00,10106,8.0,0.0,8.0
437,2017-06-01 T11:30,10114,8.0,0.0,8.0
438,2017-06-01 T12:00,10125,11.0,0.0,11.0
439,2017-06-01 T12:30,10133,8.0,0.0,8.0
440,2017-06-01 T13:00,10144,11.0,0.0,11.0
441,2017-06-01 T13:30,10152,8.0,0.0,8.0
442,2017-06-01 T14:00,10163,11.0,0.0,11.0
443,2017-06-01 T14:30,10169,6.0,0.0,6.0
444,2017-06-01 T15:00,10176,7.0,0.0,7.0
445,2017-06-01 T15:30,10180,4.0,0.0,4.0
446,2017-06-01 T16:00,10185,5.0,0.0,5.0
447,2017-06-01 T16:30,10187,2.0,0.0,2.0
448,2017-06-01 T17:00,10188,1.0,0.0,1.0
449,2017-06-01 T17:30,10188,0.0,0.0,0.0
450,2017-06-01 T18:00,10188,0.0,0.0,0.0
451,2017-06-01 T18:30,10188,0.0,0.0,0.0
452,2017-06-01 T19:00,10188,0.0,0.0,0.0
453,2017-06-01 T19:30,10188,0.0,0.0,0.0
454,2017-06-01 T20:00,10188,0.0,0.0,0.0
455,2017-06-01 T20:30,10188,0.0,0.0,0.0
456,2017-06-01 T21:00,10188,0.0,0.0,0.0
457,2017-06-01 T21:30,10188,0.0,0.0,0.0
458,2017-06-01 T22:00,10188,0.0,0.0,0.0
459,2017-06-01 T22:30,10188,0.0,0.0,0.0
460,2017-06-01 T23:00,10188,0.0,0.0,0.0
461,2017-06-01 T23:30,10188,0.0,0.0,0.0
462,2017-06-02 T00:00,10188,0.0,0.0,0.0
463,2017-06-02 T00:30,10188,0.0,0.0,0.0
464,2017-06-02 T01:00,10188,0.0,0.0,0.0
465,2017-06-02 T01:30,10188,0.0,0.0,0.0
466,2017-06-02 T02:00,10188,0.0,0.0,0.0
467,2017-06-02 T02:30,10188,0.0,0.0,0.0
468,2017-06-02 T03:00,10188,0.0,0.0,0.0
469,2017-06-02 T03:30,10188,0.0,0.0,0.0
470,2017-06-02 T04:00,10188,0.0,0.0,0.0
471,2017-06-02 T04:30,10188,0.0,0.0,0.0
472,2017-06-02 T05:00,10188,0.0,0.0,0.0
473,2017-06-02 T05:30,10188,0.0,0.0,0.0
474,2017-06-02 T06:00,10188,0.0,0.0,0.0
475,2017-06-02 T06:30,10188,0.0,0.0,0.0
476,2017-06-02 T08:00,10189,1.0,0.0,1.0
477,2017-06-02 T08:30,10190,1.0,0.0,1.0
478,2017-06-02 T09:00,10195,5.0,0.0,5.0
479,2017-06-02 T09:30,10199,4.0,0.0,4.0
480,2017-06-02 T10:00,10207,8.0,0.0,8.0
